org_code,org_name,month,within_4hrs,attendances,admissions
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2025-09-01,0.5421270718232044,13032,3631
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2025-10-01,0.5640159195013892,13317,3714
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2025-11-01,0.5708695999361175,12523,3182
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2025-12-01,0.547112970711297,11950,3286
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2026-01-01,0.5362502977844834,12593,3325
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2026-02-01,0.5531008783603939,11271,3096
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2026-03-01,0.6125708397733127,13587,3600
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2026-04-01,0.5683419074000792,12635,3229
RH8,ROYAL DEVON UNIVERSITY HEALTHCARE NHS FOUNDATION TRUST,2026-05-01,0.575518115401819,13414,3128
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-02-01,0.5456231454005935,10784,3568
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-03-01,0.5709696508580606,11829,3886
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-04-01,0.6067202211280989,11577,3745
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-05-01,0.5624493763162157,12346,3878
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-06-01,0.5725456863578411,11765,3618
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-07-01,0.5766352098926131,12292,3757
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-08-01,0.6614703277236492,11290,3641
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-09-01,0.648466205246518,11703,3720
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-10-01,0.5457126632595116,12327,4328
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-11-01,0.6035067873303168,12376,4228
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2025-12-01,0.6207688382377956,11758,4123
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2026-01-01,0.6325131810193322,11380,4166
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2026-02-01,0.7151477320016646,9612,3412
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2026-03-01,0.702519619991739,12105,3903
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2026-04-01,0.6759331428076556,11547,3940
RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2026-05-01,0.6646755584649374,12221,3914
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-02-01,0.46726378201084895,7927,3372
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-03-01,0.4843317462075075,9031,3814
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-04-01,0.46888485123779244,8806,3480
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-05-01,0.480804179918219,8804,3567
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-06-01,0.5577889447236181,8756,3426
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-07-01,0.5402150109496318,10046,3244
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-08-01,0.4725081890500702,8548,3170
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-09-01,0.4854468667960279,8761,3039
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-10-01,0.4695720017833259,8972,3269
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-11-01,0.5011273957158963,8870,3194
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2025-12-01,0.48181617809124977,9074,3382
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2026-01-01,0.41511678200692037,9248,3380
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2026-02-01,0.4985691178300361,8037,2917
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2026-03-01,0.5265814266487214,8916,3206
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2026-04-01,0.5392998678996037,9084,3095
RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2026-05-01,0.46916131839443054,9193,3276
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,2025-02-01,0.552653660583176,9534,2887
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,2025-03-01,0.5835948005378754,11155,3172
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-04-01,0.5707937790345385,9902,2958
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-05-01,0.6104974983479656,10593,3046
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-06-01,0.6420017525070587,10271,2911
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-07-01,0.6441636809353196,10606,3003
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-08-01,0.6006389776357828,10329,3084
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-09-01,0.6206676976257619,10993,3099
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-10-01,0.6011472618087299,11157,3182
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-11-01,0.6139200718455321,11135,3048
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2025-12-01,0.6178680768160312,10779,3304
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2026-01-01,0.601113172541744,10780,3282
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2026-02-01,0.6094310609943618,9755,2984
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2026-03-01,0.662145053355037,11058,3287
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2026-04-01,0.6438253715995139,10697,3123
RHU,PORTSMOUTH HOSPITALS UNIVERSITY NHS TRUST,2026-05-01,0.6276206619680613,11209,3185
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-02-01,0.6085949020433958,9494,2192
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-03-01,0.5993587108443641,12163,2255
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-04-01,0.5915711788696834,10298,2214
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-05-01,0.6213037356083824,12073,2196
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-06-01,0.6639966273187183,11860,2242
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-07-01,0.6770556421303511,10909,2281
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-08-01,0.6538044014605744,10133,2264
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-09-01,0.635695000465506,10741,2275
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-10-01,0.6500467170644695,11773,2656
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-11-01,0.6870133357200394,11173,2319
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2025-12-01,0.6616561902159059,10977,2397
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2026-01-01,0.6161001788908766,11180,2349
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2026-02-01,0.6425082245040374,10031,2106
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2026-03-01,0.6623443983402489,11568,2257
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2026-04-01,0.6493762900475635,11143,2327
RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2026-05-01,0.6345531914893616,11750,2522
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-02-01,0.6070445789763346,9085,1883
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-03-01,0.6518005269835074,10247,2054
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-04-01,0.6226186876322951,9921,2054
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-05-01,0.6539149443561209,10064,2074
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-06-01,0.6666666666666667,10089,1956
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-07-01,0.6585228868295423,10683,2008
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-08-01,0.6519538368090707,9878,1953
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-09-01,0.6475564845227431,10047,2212
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-10-01,0.6420115541244436,10559,2136
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-11-01,0.6894643024673984,10659,2111
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2025-12-01,0.6718042577786341,10381,2044
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2026-01-01,0.6272415108737124,10484,2164
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2026-02-01,0.6111463620981388,9456,1886
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2026-03-01,0.5995515276090816,10703,2105
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2026-04-01,0.6368082861801093,10427,2043
RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2026-05-01,0.6192272309107636,10870,2045
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-02-01,0.4792766221670288,12884,4406
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-03-01,0.47610459873760147,15526,5027
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-04-01,0.4680576190168594,15481,4395
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-05-01,0.4981235926945209,15988,4331
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-06-01,0.5050173678116557,15546,3967
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-07-01,0.5315664458057257,15998,4165
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-08-01,0.49872705346375457,14926,4036
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-09-01,0.5225600625040693,15359,3935
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-10-01,0.5256965944272446,16150,4437
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-11-01,0.5456812652068126,16440,4388
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2025-12-01,0.5262548027078124,16397,3938
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2026-01-01,0.450946749188063,16319,3557
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2026-02-01,0.48504085905315053,14807,3485
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2026-03-01,0.515258630847178,16974,3998
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2026-04-01,0.5308262179809141,15928,3937
RJ2,LEWISHAM AND GREENWICH NHS TRUST,2026-05-01,0.510142400464981,17205,4302
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-02-01,0.6476406001173414,11931,1139
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-03-01,0.7518672199170124,13255,1214
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-04-01,0.7114702404414663,12685,1177
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-05-01,0.687887963663891,13210,1189
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-06-01,0.6498063516653757,12910,1143
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-07-01,0.6526388146337738,13093,1214
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-08-01,0.652235450836733,12011,1189
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-09-01,0.6599607072691552,12725,1161
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-10-01,0.6401565499926156,13542,1272
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-11-01,0.645613246422417,13347,1114
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2025-12-01,0.6641406709829312,13592,1201
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2026-01-01,0.6373666520531931,13686,1164
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2026-02-01,0.5942052980132451,12080,1032
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2026-03-01,0.7134651249533757,13405,1120
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2026-04-01,0.6534871366775442,13177,1031
RJ6,CROYDON HEALTH SERVICES NHS TRUST,2026-05-01,0.6213635354208306,13509,1057
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-02-01,0.7353998760074396,8065,2380
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-03-01,0.7719487234730151,9283,2738
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-04-01,0.7678634490876987,8495,2673
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-05-01,0.6835803876852908,8770,2732
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-06-01,0.7196393020259984,8539,2744
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-07-01,0.6912774725274725,8736,2617
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-08-01,0.6940572267057961,8178,2571
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-09-01,0.6892315104794026,8302,2535
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-10-01,0.7053491495076096,8936,2750
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-11-01,0.7218565212540444,8963,1995
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2025-12-01,0.7439134355275023,8872,2020
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2026-01-01,0.6677326863696516,9068,1995
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2026-02-01,0.6622508507535245,8228,1782
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2026-03-01,0.6909590924716398,8727,1843
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2026-04-01,0.7334478808705613,8730,1939
RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2026-05-01,0.729114475547326,9181,1985
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-02-01,0.660235947258848,7205,2053
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-03-01,0.6779441235412,8483,2303
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-04-01,0.709739263803681,7824,2205
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-05-01,0.6981462049667716,8577,2276
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-06-01,0.7461152283050443,8366,2083
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-07-01,0.7703450712519138,8491,2102
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-08-01,0.7824910857002336,8133,2042
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-09-01,0.7402113860196973,8326,2230
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-10-01,0.7107678531452877,8934,2117
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-11-01,0.7349355216881595,8530,1870
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2025-12-01,0.7513573543928924,8104,1896
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2026-01-01,0.6690525294189009,8243,1805
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2026-02-01,0.716580379662817,7533,1636
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2026-03-01,0.7908375751966682,8644,1815
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2026-04-01,0.7680394227384724,8523,1857
RJC,SOUTH WARWICKSHIRE UNIVERSITY NHS FOUNDATION TRUST,2026-05-01,0.7208201892744479,8876,1796
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-02-01,0.4391300858679079,12461,4837
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-03-01,0.4626896129514999,14701,5761
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-04-01,0.4487951807228916,13944,4940
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-05-01,0.5004476275738585,14521,4960
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-06-01,0.4792974536220639,14177,4921
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-07-01,0.5359957259249366,14974,5230
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-08-01,0.5194672131147541,14640,4862
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-09-01,0.49451813752030316,14776,4652
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-10-01,0.4617901073017535,15284,4735
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-11-01,0.4544155667437747,14698,4701
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2025-12-01,0.44661707403471484,14115,4924
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2026-01-01,0.4324474746069292,14374,4822
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2026-02-01,0.44212580693589554,13322,4405
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2026-03-01,0.4656747585486818,15324,4933
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2026-04-01,0.49790655944706586,15047,4657
RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2026-05-01,0.49346259327763253,15679,4703
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-02-01,0.47895643613093775,8126,5129
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-03-01,0.4817875394150266,9197,5717
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-04-01,0.45559590623968305,9087,4810
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-05-01,0.45169628432956377,9285,5481
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-06-01,0.46480274063432425,9049,5402
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-07-01,0.5367267362208874,9489,5598
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-08-01,0.5377878689588064,9249,5268
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-09-01,0.48507780856960137,9382,5612
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-10-01,0.4729522446057879,9779,5696
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-11-01,0.4325941206807633,9695,5534
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2025-12-01,0.41309462915601025,9775,5444
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2026-01-01,0.4136642093240578,9631,5644
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2026-02-01,0.5400440852314474,9527,5136
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2026-03-01,0.5485029940119761,10855,5761
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2026-04-01,0.5116867939228671,10268,5143
RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2026-05-01,0.49398482324634463,10806,5487
RJN,EAST CHESHIRE NHS TRUST,2025-02-01,0.48804573804573803,3848,749
RJN,EAST CHESHIRE NHS TRUST,2025-03-01,0.5004494382022472,4450,754
RJN,EAST CHESHIRE NHS TRUST,2025-04-01,0.474807081252837,4406,789
RJN,EAST CHESHIRE NHS TRUST,2025-05-01,0.563472922604692,4561,932
RJN,EAST CHESHIRE NHS TRUST,2025-06-01,0.4669840612709584,4831,983
RJN,EAST CHESHIRE NHS TRUST,2025-07-01,0.40099653379549394,4616,743
RJN,EAST CHESHIRE NHS TRUST,2025-08-01,0.45968511450381677,4192,743
RJN,EAST CHESHIRE NHS TRUST,2025-09-01,0.4380759721285682,4449,793
RJN,EAST CHESHIRE NHS TRUST,2025-10-01,0.470727507533362,4646,833
RJN,EAST CHESHIRE NHS TRUST,2025-11-01,0.49047829937998233,4516,740
RJN,EAST CHESHIRE NHS TRUST,2025-12-01,0.5074157303370787,4450,885
RJN,EAST CHESHIRE NHS TRUST,2026-01-01,0.4079740380157626,4314,802
RJN,EAST CHESHIRE NHS TRUST,2026-02-01,0.45409751037344404,3856,698
RJN,EAST CHESHIRE NHS TRUST,2026-03-01,0.4925544100801833,4365,822
RJN,EAST CHESHIRE NHS TRUST,2026-04-01,0.5126337354882768,4393,829
RJN,EAST CHESHIRE NHS TRUST,2026-05-01,0.4759278897136797,4715,865
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-02-01,0.49185022026431713,4540,1613
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-03-01,0.47352380952380957,5250,1598
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-04-01,0.46603662138216184,5079,1605
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-05-01,0.466829543318925,5321,1743
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-06-01,0.509628217349857,5245,1704
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-07-01,0.4898851831601968,5487,1977
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-08-01,0.5148076923076923,5200,1925
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-09-01,0.48528584817244613,5335,1829
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-10-01,0.5416452000686931,5823,2003
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-11-01,0.5126614987080103,5805,1878
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2025-12-01,0.5268425841674249,5495,1970
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2026-01-01,0.4530201342281879,5364,1851
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2026-02-01,0.48385118560915785,4892,1713
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2026-03-01,0.49058345642540624,5416,1846
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2026-04-01,0.5314349112426036,5408,1855
RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2026-05-01,0.5284725918041511,5637,1925
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-02-01,0.5297492562685933,14118,3307
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-03-01,0.5679185232336091,15710,3585
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-04-01,0.5793198348732063,15261,3660
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-05-01,0.5774118257261411,15424,3668
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-06-01,0.5518250116348646,15041,3508
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-07-01,0.5843728234027734,15793,3716
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-08-01,0.5966824644549763,14770,3677
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-09-01,0.539814456899884,15522,3656
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-10-01,0.5742616810953521,16287,3720
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-11-01,0.578553148991948,16021,3590
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2025-12-01,0.5693444607249794,15697,3693
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2026-01-01,0.5222011848775423,16373,3583
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2026-02-01,0.5407842314950724,14307,3299
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2026-03-01,0.6020269435174885,16182,3623
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2026-04-01,0.5938159282700421,15168,3592
RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2026-05-01,0.5532927293490674,15762,3488
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2025-02-01,0.558609794628752,9495,3531
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2025-03-01,0.666110183639399,11381,3904
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2025-04-01,0.6785714285714286,10304,3523
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2025-05-01,0.6956561004244559,11073,3657
RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2025-06-01,0.6754071952747449,11174,3631
